id,SMILES_str,stoich_str,mass,pce,voc,jsc,e_homo_alpha,e_gap_alpha,e_lumo_alpha
655365,C1C=CC=C1c1cc2[se]c3c4occc4c4nsnc4c3c2cn1,C18H9N3OSSe,394.3151,5.16195320211971,0.86760078740294,91.5675749599,-5.467600787402941,2.02294443593306,-3.4446563514698796
1245190,C1C=CC=C1c1cc2[se]c3c(ncc4ccccc34)c2c2=C[SiH2]C=c12,C22H15NSeSi,400.4135,5.2613977233692015,0.5048241946760901,160.40154923845,-5.10482419467609,1.6307500382603701,-3.47407415641572
21847,C1C=c2ccc3c4c[nH]cc4c4c5[SiH2]C(=Cc5oc4c3c2=C1)C1=CC=CC1,C24H17NOSi,363.4903,0.0,0.0,197.47477990435002,-4.53952567287262,1.4621581575661102,-3.0773675153065096
65553,[SiH2]1C=CC2=C1C=C([SiH2]2)C1=Cc2[se]ccc2[SiH2]1,C12H12SeSi3,319.4448,6.1382936954266105,0.6302744533835101,149.88754514825,-5.23027445338351,1.6822495770534,-3.5480248763301097
720918,C1C=c2c3ccsc3c3[se]c4cc(oc4c3c2=C1)C1=CC=CC1,C20H12OSSe,379.3398,1.99136566470237,0.242119009470801,126.58134716045,-4.8421190094707995,1.80943882203271,-3.03268018743809
1310744,C1C=CC=C1c1cc2[se]c3c(c4nsnc4c4ccncc34)c2c2ccccc12,C24H13N3SSe,454.4137,5.60513478857347,0.95191087183926,90.62277586764999,-5.55191087183926,2.02971670891245,-3.5221941629268096
196637,C1C=CC=C1c1cc2[se]c3cc4ccsc4cc3c2[se]1,C17H10SSe2,404.25199999999995,2.64443641930939,0.587932414406801,69.2234614721,-5.1879324144067995,2.2011057755848302,-2.98682663882197
262174,C1C=CC=C1c1cc2[se]c3c4occc4c4cscc4c3c2[se]1,C19H10OSSe2,444.273,2.5230565587305698,0.39767026257404997,97.64532544975,-4.99767026257405,1.9821218153183704,-3.01554844725568
393249,C1C=CC=C1c1cc2[se]c3cc4cccnc4cc3c2c2ccccc12,C24H15NSe,396.3495,3.1158951050845998,0.86913959183236,55.174814587685006,-5.46913959183236,2.33181477476568,-3.13732481706668
35,C1C2=C([SiH2]C=C2)C=C1c1cc2occc2c2cscc12,C17H12OSSi,292.4328,2.7432137789105497,0.38710624740493,109.06290475405001,-4.9871062474049275,1.90996574187542,-3.07714050552951
1048612,C1C=CC=C1C1=Cc2sc3cc4C=C[SiH2]c4cc3c2C1,C18H14SSi,290.4606,2.40841131373757,0.43131491941630995,85.9377076701,-5.0313149194163085,2.06584966433715,-2.9654652550791605
917542,C1C=c2ccc3[se]c4c5[se]c(cc5[se]c4c3c2=C1)C1=CC=CC1,C20H12Se3,489.1948,2.8432779053276898,0.30259061961079997,144.6143656087,-4.902590619610799,1.7081976291830399,-3.19439299042776
1441831,C1C=CC=C1C1=Cc2ncc3c4[se]ccc4cnc3c2C1,C18H12N2Se,335.2668,2.68724019638341,0.67549682028117,61.225277938305,-5.27549682028117,2.2709532875305496,-3.00454353275062
1376296,C1C=CC=C1C1=Cc2c(C1)c1[se]c3ccc4cscc4c3c1c1=C[SiH2]C=c21,C24H16SSeSi,443.5024,2.8446368983132007,0.18920592502926997,231.38739350415,-4.789205925029268,1.31233370868624,-3.47687221634303
1638442,C1C=c2ccc3cnc4c5[SiH2]C(=Cc5c5nsnc5c4c3c2=C1)C1=CC=CC1,C23H15N3SSi,393.5445,6.462512462380482,0.60240460581576,165.1051792767,-5.20240460581576,1.60316496595707,-3.59923963985869
98350,C1C=CC=C1C1=Cc2ccc3c4CC=Cc4c4cscc4c3c2[SiH2]1,C22H16SSi,340.5204,2.63146328874209,0.410851163619401,98.57354638625,-5.0108511636194,1.97570703051256,-3.0351441331068396
2162747,C1C=CC=C1C1=Cc2c([SiH2]1)c1c3c[nH]cc3c3ccc4=C[SiH2]C=c4c3c1c1cocc21,C27H19NOSi2,429.6251,2.03915811352424,0.14074406290405,222.981280483,-4.7407440629040485,1.36113723091331,-3.37960683199074
557119,C1C=c2c3C=C(Cc3c3occc3c2=C1)C1=CC=CC1,C19H14O,258.3186,0.23720456344738602,0.0249623237532005,146.24654523115,-4.6249623237532,1.7004151999091297,-2.9245471238440697
753728,C1C=CC=C1C1=Cc2c([SiH2]1)c1cc3ncccc3cc1c1c[nH]cc21,C22H16N2Si,336.4684,3.103831231186009,0.409504148061471,116.65070843205,-5.0095041480614695,1.8634156621733,-3.14608848588817
819265,C1C=CC=C1C1=Cc2c([SiH2]1)c1c(c3cscc23)c2[se]ccc2c2=C[SiH2]C=c12,C23H16SSeSi2,459.5774,5.38525291629117,0.368606419249421,224.84891572259997,-4.96860641924942,1.35230882836041,-3.61629759088901
1278019,C1C=CC=C1C1=Cc2c([SiH2]1)c1c(c3[SiH2]C=Cc3c3=C[SiH2]C=c13)c1cocc21,C23H18OSi3,394.6522,5.4894894207877805,0.30124157478828,280.45593203485,-4.90124157478828,1.13561905617574,-3.7656225186125396
2096063,C1C=CC=C1c1cc2[se]c3c(c2c2cscc12)c1ccccc1c1ccc2nsnc2c31,C27H14N2S2Se,509.5136,6.20409348575883,0.570054683857091,167.49791375135,-5.1700546838570896,1.5930777219098202,-3.57697696194727
2752585,C1C=CC=C1C1=Cc2c(C1)c1c(c3c[nH]cc23)c2c3c[nH]cc3ccc2c2=C[SiH2]C=c12,C28H20N2Si,412.566,0.0,0.0,198.74991424990003,-4.49944701123171,1.45720787683099,-3.04223913440072
1572945,C1C=CC=C1C1=Cc2[se]c3c4sccc4c4ccccc4c3c2C1,C22H14SSe,389.3786,2.16725162664095,0.33062319718780997,100.88430431559999,-4.930623197187809,1.9612533033701798,-2.9693698938176296
2359381,C1C=CC=C1C1=Cc2c(C1)c1c3cscc3c3ccc4nsnc4c3c1c1cocc21,C26H14N2OS2,434.5416,4.11298236915351,0.29954882002971994,211.31816066009998,-4.899548820029719,1.4092293387315198,-3.4903194812982004
1540183,C1C=CC=C1c1cc2[se]c3c([se]c4ccc5cscc5c34)c2cn1,C20H11NSSe2,455.2999,3.21256529851421,0.68356751158616,72.32994545335,-5.28356751158616,2.1747115384958704,-3.10885597309029
1638500,C1C=CC=C1c1cc2[se]c3ccc4ccccc4c3c2c2cocc12,C23H14OSe,385.3226,3.08884387902497,0.48226213429058,98.57354638625,-5.0822621342905805,1.9772353842511896,-3.10502675003939
2621542,C1C=c2c3ccccc3c3c4ccccc4c4C=C(Cc4c3c2=C1)C1=CC=CC1,C29H20,368.477,2.55288566054067,0.34111463011233,115.18040593475,-4.94111463011233,1.8727591468368798,-3.0683554832754503
98411,C1C=CC=C1c1cc2[se]c3cc4cccnc4cc3c2c2cscc12,C22H13NSSe,402.3777,4.24735634211112,0.6539597308125401,99.95747557770001,-5.25395973081254,1.9672450612782202,-3.2867146695343195
524398,C1C=c2c3C=C([SiH2]c3c3ncc4ccc5nsnc5c4c3c2=C1)C1=CC=CC1,C23H15N3SSi,393.5445,5.86094155920194,0.497393956314361,181.3487114777,-5.09739395631436,1.53394663270748,-3.5634473236068795
131187,C1C=c2c3ccc4nsnc4c3c3cnc4C=C(Cc4c3c2=C1)C1=CC=CC1,C24H15N3S,377.4695,6.517681214808,0.69165911671789,145.02691086845,-5.29165911671789,1.7068544873059,-3.58480462941199
163960,C1C=CC=C1C1=Cc2ncc3c4CC=Cc4ccc3c2[SiH2]1,C19H15NSi,285.4205,3.2350093315357404,0.5856382947159399,85.01462775975,-5.1856382947159405,2.07118397109645,-3.11445432361949
